tweet_id,created_at,source,target
1212792961211273217,Thu Jan 02 17:49:09 +0000 2020,GOOG,AAPL
1212792961211273217,Thu Jan 02 17:49:09 +0000 2020,GOOG,NFLX
1212792961211273217,Thu Jan 02 17:49:09 +0000 2020,GOOG,TSLA
1212791220596092929,Thu Jan 02 17:42:14 +0000 2020,GOOG,SPY
1212791220596092929,Thu Jan 02 17:42:14 +0000 2020,GOOG,SPX
1212791220596092929,Thu Jan 02 17:42:14 +0000 2020,GOOG,AAPL
1212791220596092929,Thu Jan 02 17:42:14 +0000 2020,GOOG,FB
1212791220596092929,Thu Jan 02 17:42:14 +0000 2020,GOOG,TSLA
1212788630990835714,Thu Jan 02 17:31:56 +0000 2020,GOOG,MELI
1212788630990835714,Thu Jan 02 17:31:56 +0000 2020,GOOG,NTES
1212788630990835714,Thu Jan 02 17:31:56 +0000 2020,GOOG,AMZN
1212788630990835714,Thu Jan 02 17:31:56 +0000 2020,GOOG,GOOGL
1212788630990835714,Thu Jan 02 17:31:56 +0000 2020,GOOG,CSGP
1212788630990835714,Thu Jan 02 17:31:56 +0000 2020,GOOG,CMG
1212788630990835714,Thu Jan 02 17:31:56 +0000 2020,GOOG,MTD
1212788630990835714,Thu Jan 02 17:31:56 +0000 2020,GOOG,BIDU
1212788295744262145,Thu Jan 02 17:30:36 +0000 2020,GOOG,AMZN
1212788295744262145,Thu Jan 02 17:30:36 +0000 2020,GOOG,AAPL
1212788295744262145,Thu Jan 02 17:30:36 +0000 2020,GOOG,FB
1212787347722526721,Thu Jan 02 17:26:50 +0000 2020,GOOG,NFLX
1212787347722526721,Thu Jan 02 17:26:50 +0000 2020,GOOG,FB
1212787347722526721,Thu Jan 02 17:26:50 +0000 2020,GOOG,TSLA
1212787347722526721,Thu Jan 02 17:26:50 +0000 2020,GOOG,AAPL
1212787347722526721,Thu Jan 02 17:26:50 +0000 2020,GOOG,AMZN
1212787347722526721,Thu Jan 02 17:26:50 +0000 2020,GOOG,SPY
1212787347722526721,Thu Jan 02 17:26:50 +0000 2020,GOOG,OSTK
1212786896046379009,Thu Jan 02 17:25:03 +0000 2020,GOOG,GOOGL
1212786463416430598,Thu Jan 02 17:23:20 +0000 2020,GOOG,UBER
1212786463416430598,Thu Jan 02 17:23:20 +0000 2020,GOOG,LYFT
1212786463416430598,Thu Jan 02 17:23:20 +0000 2020,GOOG,NFLX
1212786463416430598,Thu Jan 02 17:23:20 +0000 2020,GOOG,PINS
1212784778581303299,Thu Jan 02 17:16:38 +0000 2020,GOOG,GOOGL
1212780270472040448,Thu Jan 02 16:58:43 +0000 2020,GOOG,GME
1212778689030762496,Thu Jan 02 16:52:26 +0000 2020,GOOG,AAPL
1212778689030762496,Thu Jan 02 16:52:26 +0000 2020,GOOG,SPY
1212777991018823682,Thu Jan 02 16:49:40 +0000 2020,GOOG,SPY
1212777991018823682,Thu Jan 02 16:49:40 +0000 2020,GOOG,GSPC
1212777991018823682,Thu Jan 02 16:49:40 +0000 2020,GOOG,AAPL
1212777991018823682,Thu Jan 02 16:49:40 +0000 2020,GOOG,NFLX
1212777991018823682,Thu Jan 02 16:49:40 +0000 2020,GOOG,TSLA
1212777860794109954,Thu Jan 02 16:49:08 +0000 2020,GOOG,NDX
1212777860794109954,Thu Jan 02 16:49:08 +0000 2020,GOOG,AAPL
1212777860794109954,Thu Jan 02 16:49:08 +0000 2020,GOOG,MSFT
1212777860794109954,Thu Jan 02 16:49:08 +0000 2020,GOOG,SMH
1212777282089242625,Thu Jan 02 16:46:51 +0000 2020,GOOG,KT
1212777282089242625,Thu Jan 02 16:46:51 +0000 2020,GOOG,AAPL
1212774428909735938,Thu Jan 02 16:35:30 +0000 2020,GOOG,ITRK
1212773772501094401,Thu Jan 02 16:32:54 +0000 2020,GOOG,AAPL
1212773772501094401,Thu Jan 02 16:32:54 +0000 2020,GOOG,FB
1212773561141587968,Thu Jan 02 16:32:03 +0000 2020,GOOG,GOOGL
